"","X","Year","FIPS","combined_mort_y","female_mort_y","male_mort_y","Days.with.AQI","Good.Days","Moderate.Days","Unhealthy.Sensitive.Days","Unhealthy.Days","Very.Unhealthy.Days","Hazardous.Days","Max.AQI","Ninetieth.Percentile.AQI","Median.AQI","Days.CO","Days.NO2","Days.Ozone","Days.SO2","Days.PM2.5","Days.PM10","Latitude","Longitude","mean_mort_c","mean_mort_f","mean_mort_m"
"1",7930,1995,26103,0.88154266594675,0.861344043514875,0.879660312258951,58,0.982758620689655,0.0172413793103448,0,0,0,0,60,26,10,0,0,0,0,0,1,46.656597,87.584028,54.7177865912718,40.6078234344599,78.6129323676149
"2",7931,1995,26139,0.663055195591882,0.6281702152426,0.693247806445103,179,0.743016759776536,0.162011173184358,0.0837988826815642,0.0111731843575419,0,0,172,97,39,0,0,1,0,0,0,42.942346,86.655342,54.7177865912718,40.6078234344599,78.6129323676149
"3",7932,1995,55079,0.844830095910371,0.840579164272371,0.876278647131647,365,0.679452054794521,0.213698630136986,0.0712328767123288,0.0219178082191781,0.0136986301369863,0,212,102,43,0.010958904109589,0.476712328767123,0.361643835616438,0.13972602739726,0,0.010958904109589,43.017655,87.481575,54.7177865912718,40.6078234344599,78.6129323676149
"4",7933,1995,30007,1.0326300398734,1.06917435979822,0.946077913981216,363,0.986225895316804,0.0110192837465565,0.00275482093663912,0,0,0,107,23,10,0,0,0,0.426997245179063,0,0.573002754820937,46.334476,111.496103,54.7177865912718,40.6078234344599,78.6129323676149
"5",7934,1995,36103,0.894814815414081,1.04970211576145,0.781506897125229,364,0.807692307692308,0.126373626373626,0.0412087912087912,0.010989010989011,0.0137362637362637,0,212,84,36,0,0,0.791208791208791,0.208791208791209,0,0,40.943554,72.692218,54.7177865912718,40.6078234344599,78.6129323676149
"6",7935,1995,39023,1.12509756548284,1.15064785202544,1.11476488508764,357,0.677871148459384,0.19327731092437,0.103641456582633,0.0224089635854342,0.00280112044817927,0,208,108,39,0,0,0.588235294117647,0.411764705882353,0,0,39.917032,83.783676,54.7177865912718,40.6078234344599,78.6129323676149
"7",7936,1995,55061,0.69409984810506,0.512997834514234,0.816546082156253,183,0.748633879781421,0.136612021857924,0.0819672131147541,0.0273224043715847,0.00546448087431694,0,204,105,41,0,0,1,0,0,0,44.500949,87.161813,54.7177865912718,40.6078234344599,78.6129323676149
"8",7937,1995,36027,0.955159252086476,1.06989609103671,0.865040713734806,359,0.838440111420613,0.105849582172702,0.0389972144846797,0.0167130919220056,0,0,185,84,33,0,0,1,0,0,0,41.755009,73.739951,54.7177865912718,40.6078234344599,78.6129323676149
"9",7938,1995,23029,1.15737985809649,1.11418623148566,1.17666026698224,226,0.893805309734513,0.0619469026548672,0.0353982300884956,0.00884955752212389,0,0,190,55,33,0,0,0.778761061946903,0,0.221238938053097,0,44.967009,67.609354,54.7177865912718,40.6078234344599,78.6129323676149
"10",7939,1995,48121,1.08284082601471,1.21825182048588,0.998732033222255,364,0.615384615384615,0.197802197802198,0.0824175824175824,0.0796703296703297,0.0247252747252747,0,214,151,44,0,0,1,0,0,0,33.205005,97.119046,54.7177865912718,40.6078234344599,78.6129323676149
"11",7940,1995,37199,0.940718864806959,0.758069071552097,1.06743706191841,170,0.235294117647059,0.452941176470588,0.229411764705882,0.0823529411764706,0,0,200,143,80,0,0,1,0,0,0,35.889504,82.30398,54.7177865912718,40.6078234344599,78.6129323676149
"12",7941,1995,49019,1.2631147033311,1.05799726331417,1.37846520955547,59,0.949152542372881,0.0508474576271186,0,0,0,0,81,45,21,0,0,0,0,0,1,38.974326,109.57345,54.7177865912718,40.6078234344599,78.6129323676149
